,Unnamed: 0,School Name,Applicants,Admitted,Enrolled,Acceptance Rate,Admission Yield,State
8,,"University of Nevada-Las Vegas  Las Vegas, NV",11612,9522,4094,82.00%,43.00%,NV
9,,"University of Nevada-Reno  Reno, NV",9531,8387,3690,88.00%,44.00%,NV
10,,Average,2370,1987,848,83.85%,42.66%,NV
0,,"Colby-Sawyer College  New London, NH",2488,2239,246,89.99%,10.99%,NH
1,,"Dartmouth College  Hanover, NH",22033,1983,1210,9.00%,61.02%,NH
2,,"Franklin Pierce University  Rindge, NH",5240,3458,450,65.99%,13.01%,NH
3,,"Harmony Health Care Institute  Merrimack, NH",40,30,24,75.00%,80.00%,NH
4,,"Keene State College  Keene, NH",4958,4016,964,81.00%,24.00%,NH
5,,"New England College  Henniker, NH",2922,2922,380,100.00%,13.00%,NH
6,,"New Hampshire Institute of Art  Manchester, NH",645,232,67,35.97%,28.88%,NH
7,,"Northeast Catholic College  Warner, NH",132,51,23,38.64%,45.10%,NH
8,,"Plymouth State University  Plymouth, NH",6646,5450,1090,82.00%,20.00%,NH
9,,"Rivier University  Nashua, NH",2125,1551,279,72.99%,17.99%,NH
10,,"Saint Anselm College  Manchester, NH",3896,3000,600,77.00%,20.00%,NH
11,,"Southern New Hampshire University  Manchester, NH",24835,18130,9428,73.00%,52.00%,NH
12,,"Thomas More College of Liberal Arts  Merrimack, NH",111,56,23,50.45%,41.07%,NH
13,,"University of New Hampshire at Manchester  Manchester, NH",222,151,97,68.02%,64.24%,NH
14,,"University of New Hampshire-Main Campus  Durham, NH",20096,15474,3095,77.00%,20.00%,NH
15,,Average,6426,3916,1198,60.94%,30.60%,NH
0,,"Bais Medrash Mayan Hatorah  Lakewood, NJ",34,22,19,64.71%,86.36%,NJ
1,,"Bais Medrash Toras Chesed  Lakewood, NJ",57,34,24,59.65%,70.59%,NJ
2,,"Beth Medrash of Asbury Park  Lakewood, NJ",32,27,20,84.38%,74.07%,NJ
3,,"Bloomfield College  Bloomfield, NJ",3786,2309,393,60.99%,17.02%,NJ
4,,"Caldwell University  Caldwell, NJ",4433,2970,505,67.00%,17.00%,NJ
5,,"Centenary University  Hackettstown, NJ",1546,1036,238,67.01%,22.97%,NJ
6,,"Chamberlain University-New Jersey  North Brunswick, NJ",11,5,3,45.45%,60.00%,NJ
7,,"College of Saint Elizabeth  Morristown, NJ",1920,1402,182,73.02%,12.98%,NJ
8,,"DeVry University-New Jersey  North Brunswick, NJ",23,22,19,95.65%,86.36%,NJ
9,,"Drew University  Madison, NJ",3788,2614,418,69.01%,15.99%,NJ
10,,"Fairleigh Dickinson University-Florham Campus  Madison, NJ",4838,4064,650,84.00%,15.99%,NJ
11,,"Fairleigh Dickinson University-Metropolitan Campus  Teaneck, NJ",4703,4186,586,89.01%,14.00%,NJ
12,,"Felician University  Lodi, NJ",2267,1836,294,80.99%,16.01%,NJ
13,,"Georgian Court University  Lakewood, NJ",2087,1503,286,72.02%,19.03%,NJ
14,,"Healthcare Training Institute  Union, NJ",28,22,17,78.57%,77.27%,NJ
15,,"Holy Name Medical Center School of Nursing  Teaneck, NJ",2,2,2,100.00%,100.00%,NJ
16,,"Jersey College  Teterboro, NJ",120,68,62,56.67%,91.18%,NJ
17,,"JFK Muhlenberg Harold B & Dorothy A Snyder Schools-School of Imaging  Plainfield, NJ",3,1,1,33.33%,100.00%,NJ
18,,"JFK Muhlenberg Harold B & Dorothy A Snyder Schools-School of Nursing  Plainfield, NJ",23,17,9,73.91%,52.94%,NJ
19,,"Joe Kubert School of Cartoon and Graphic Art  Dover, NJ",79,76,33,96.20%,43.42%,NJ
20,,"Kean University  Union, NJ",9082,7811,1797,86.01%,23.01%,NJ
21,,"Monmouth University  West Long Branch, NJ",9226,7104,1066,77.00%,15.01%,NJ
22,,"Montclair State University  Montclair, NJ",14324,10170,3153,71.00%,31.00%,NJ
23,,"Morris County Vocational School District  Denville, NJ",20,19,15,95.00%,78.95%,NJ
24,,"New Jersey City University  Jersey City, NJ",4315,4142,953,95.99%,23.01%,NJ
25,,"New Jersey Institute of Technology  Newark, NJ",8123,5199,1300,64.00%,25.00%,NJ
26,,"Princeton University  Princeton, NJ",35370,1769,1221,5.00%,69.02%,NJ
27,,"Rabbi Jacob Joseph School  Edison, NJ",16,8,6,50.00%,75.00%,NJ
28,,"Rabbinical College of America  Morristown, NJ",71,62,54,87.32%,87.10%,NJ
29,,"Ramapo College of New Jersey  Mahwah, NJ",6945,4375,963,62.99%,22.01%,NJ
30,,"Rider University  Lawrenceville, NJ",9429,6600,924,70.00%,14.00%,NJ
31,,"Rowan University  Glassboro, NJ",14221,10381,2699,73.00%,26.00%,NJ
32,,"Rutgers University-Camden  Camden, NJ",9479,6730,808,71.00%,12.01%,NJ
33,,"Rutgers University-New Brunswick  New Brunswick, NJ",41348,24809,6947,60.00%,28.00%,NJ
34,,"Rutgers University-Newark  Newark, NJ",13259,8353,1336,63.00%,15.99%,NJ
35,,"Saint Peter's University  Jersey City, NJ",4041,2990,568,73.99%,19.00%,NJ
36,,"Seton Hall University  South Orange, NJ",19260,13482,1483,70.00%,11.00%,NJ
37,,"Stevens Institute of Technology  Hoboken, NJ",9265,3799,988,41.00%,26.01%,NJ
38,,"Stockton University  Galloway, NJ",6084,5111,1584,84.01%,30.99%,NJ
39,,"Talmudical Academy-New Jersey  Adelphia, NJ",6,5,4,83.33%,80.00%,NJ
40,,"The College of New Jersey  Ewing, NJ",13625,6813,1567,50.00%,23.00%,NJ
41,,"William Paterson University of New Jersey  Wayne, NJ",8150,7580,1668,93.01%,22.01%,NJ
42,,"Yeshiva Bais Aharon  Lakewood, NJ",13,9,7,69.23%,77.78%,NJ
43,,"Yeshiva Gedolah Shaarei Shmuel  Lakewood, NJ",120,34,25,28.33%,73.53%,NJ
44,,"Yeshiva Gedolah Zichron Leyma  Union, NJ",9,9,6,100.00%,66.67%,NJ
45,,"Yeshiva Toras Chaim  Lakewood, NJ",93,58,52,62.37%,89.66%,NJ
46,,"Yeshiva Yesodei Hatorah  Lakewood, NJ",30,28,23,93.33%,82.14%,NJ
47,,"Yeshivas Be'er Yitzchok  Elizabeth, NJ",12,9,8,75.00%,88.89%,NJ
48,,Average,5536,3327,729,60.09%,21.91%,NJ
0,,"Carrington College-Albuquerque  Albuquerque, NM",41,37,25,90.24%,67.57%,NM
1,,"Eastern New Mexico University-Main Campus  Portales, NM",2645,1587,555,60.00%,34.97%,NM
2,,"Institute of American Indian and Alaska Native Culture and Arts Development  Santa Fe, NM",188,188,62,100.00%,32.98%,NM
3,,"New Mexico Institute of Mining and Technology  Socorro, NM",1740,400,300,22.99%,75.00%,NM
4,,"New Mexico Military Institute  Roswell, NM",834,309,238,37.05%,77.02%,NM
5,,"New Mexico State University-Main Campus  Las Cruces, NM",9635,6359,2289,66.00%,36.00%,NM
6,,"St. John's College  Santa Fe, NM",358,240,72,67.04%,30.00%,NM
7,,"University of New Mexico-Main Campus  Albuquerque, NM",10582,7407,2667,70.00%,36.01%,NM
8,,"University of the Southwest  Hobbs, NM",268,121,85,45.15%,70.25%,NM
9,,Average,2921,1850,699,63.32%,37.80%,NM
0,,"Adelphi University  Garden City, NY",13006,9624,1251,74.00%,13.00%,NY
1,,"Albany College of Pharmacy and Health Sciences  Albany, NY",1985,1429,186,71.99%,13.02%,NY
2,,"Alfred University  Alfred, NY",4296,2706,433,62.99%,16.00%,NY
3,,"American Academy of Dramatic Arts-New York  New York, NY",338,284,94,84.02%,33.10%,NY
4,,"American Musical and Dramatic Academy  New York, NY",10653,2557,563,24.00%,22.02%,NY
5,,"Arnot Ogden Medical Center  Elmira, NY",4,4,4,100.00%,100.00%,NY
6,,"Associated Beth Rivkah Schools  Brooklyn, NY",67,65,63,97.01%,96.92%,NY
7,,"Bais Binyomin Academy  Monsey, NY",22,18,12,81.82%,66.67%,NY
8,,"Bais Medrash Elyon  Monsey, NY",5,4,3,80.00%,75.00%,NY
9,,"Bard College  Annandale-On-Hudson, NY",5141,3342,501,65.01%,14.99%,NY
10,,"Barnard College  New York, NY",7897,1106,608,14.01%,54.97%,NY
11,,"Beis Medrash Heichal Dovid  Far Rockaway, NY",55,42,38,76.36%,90.48%,NY
12,,"Bet Medrash Gadol Ateret Torah  Brooklyn, NY",33,30,27,90.91%,90.00%,NY
13,,"Beth Hamedrash Shaarei Yosher Institute  Brooklyn, NY",33,26,23,78.79%,88.46%,NY
14,,"Beth Medrash Meor Yitzchok  Monsey, NY",120,65,58,54.17%,89.23%,NY
15,,"Binghamton University  Vestal, NY",38755,15502,2945,40.00%,19.00%,NY
16,,"Broome Delaware Tioga BOCES-Practical Nursing Program  Binghamton, NY",12,4,4,33.33%,100.00%,NY
17,,"Canisius College  Buffalo, NY",3549,2804,477,79.01%,17.01%,NY
18,,"Cayuga Onondaga BOCES-Practical Nursing Program  Auburn, NY",69,40,8,57.97%,20.00%,NY
19,,"Cazenovia College  Cazenovia, NY",1518,1245,249,82.02%,20.00%,NY
20,,"Center for Natural Wellness School of Massage Therapy  Albany, NY",10,8,3,80.00%,37.50%,NY
21,,"Central Yeshiva Tomchei Tmimim Lubavitz  Brooklyn, NY",40,40,40,100.00%,100.00%,NY
22,,"Circle in the Square Theatre School  New York, NY",13,5,1,38.46%,20.00%,NY
23,,"Clarkson University  Potsdam, NY",6885,4888,782,70.99%,16.00%,NY
24,,"Clinton Essex Warren Washington BOCES  Plattsburgh, NY",173,62,62,35.84%,100.00%,NY
25,,"Colgate University  Hamilton, NY",9716,2429,826,25.00%,34.01%,NY
26,,"College of Mount Saint Vincent  Bronx, NY",3025,2360,425,78.02%,18.01%,NY
27,,"Columbia University in the City of New York  New York, NY",40572,2434,1509,6.00%,62.00%,NY
28,,"Concordia College-New York  Bronxville, NY",1323,1072,161,81.03%,15.02%,NY
29,,"Cooper Union for the Advancement of Science and Art  New York, NY",2447,392,216,16.02%,55.10%,NY
30,,"Cornell University  Ithaca, NY",51324,5646,3388,11.00%,60.01%,NY
31,,"Culinary Institute of America  Hyde Park, NY",1035,1014,477,97.97%,47.04%,NY
32,,"CUNY Bernard M Baruch College  New York, NY",21469,8373,1675,39.00%,20.00%,NY
33,,"CUNY Brooklyn College  Brooklyn, NY",20936,9212,1750,44.00%,19.00%,NY
34,,"CUNY City College  New York, NY",21982,10551,1794,48.00%,17.00%,NY
35,,"CUNY Hunter College  New York, NY",31030,11171,2569,36.00%,23.00%,NY
36,,"CUNY John Jay College of Criminal Justice  New York, NY",16502,6766,1894,41.00%,27.99%,NY
37,,"CUNY Lehman College  Bronx, NY",15782,6313,1010,40.00%,16.00%,NY
38,,"CUNY New York City College of Technology  Brooklyn, NY",18980,14235,3416,75.00%,24.00%,NY
39,,"CUNY Queens College  Queens, NY",18862,9054,1992,48.00%,22.00%,NY
40,,"CUNY York College  Jamaica, NY",14176,7513,1202,53.00%,16.00%,NY
41,,"CVPH Medical Center School of Radiologic Technology  Plattsburgh, NY",18,9,5,50.00%,55.56%,NY
42,,"D'Youville College  Buffalo, NY",1254,1254,251,100.00%,20.02%,NY
43,,"Daemen College  Amherst, NY",3249,1754,333,53.99%,18.99%,NY
44,,"Davis College  Johnson City, NY",78,33,19,42.31%,57.58%,NY
45,,"DeVry College of New York  New York, NY",83,76,66,91.57%,86.84%,NY
46,,"Dominican College of Blauvelt  Orangeburg, NY",2101,1618,307,77.01%,18.97%,NY
47,,"Dutchess BOCES-Practical Nursing Program  Poughkeepsie, NY",71,47,25,66.20%,53.19%,NY
48,,"Eastern Suffolk BOCES  Brentwood, NY",132,110,106,83.33%,96.36%,NY
49,,"Elim Bible Institute and College  Lima, NY",61,59,32,96.72%,54.24%,NY
50,,"Elmira College  Elmira, NY",2110,1772,213,83.98%,12.02%,NY
51,,"Erie 1 BOCES  West Seneca, NY",609,104,86,17.08%,82.69%,NY
52,,"Erie 2 Chautauqua Cattaraugus BOCES-Practical Nursing Program  Angola, NY",83,31,24,37.35%,77.42%,NY
53,,"Farmingdale State College  Farmingdale, NY",7500,3450,1346,46.00%,39.01%,NY
54,,"Fashion Institute of Technology  New York, NY",4507,2389,1362,53.01%,57.01%,NY
55,,"Finger Lakes Health College of Nursing  Geneva, NY",6,6,4,100.00%,66.67%,NY
56,,"Five Towns College  Dix Hills, NY",707,290,142,41.02%,48.97%,NY
57,,"Fordham University  Bronx, NY",46308,21302,2343,46.00%,11.00%,NY
58,,"Hamilton College  Clinton, NY",6240,1310,472,20.99%,36.03%,NY
59,,"Hartwick College  Oneonta, NY",4165,3457,415,83.00%,12.00%,NY
60,,"Hilbert College  Hamburg, NY",1194,1003,221,84.00%,22.03%,NY
61,,"Hobart William Smith Colleges  Geneva, NY",4453,2538,609,57.00%,24.00%,NY
62,,"Hofstra University  Hempstead, NY",27620,17401,1566,63.00%,9.00%,NY
63,,"Houghton College  Houghton, NY",814,773,255,94.96%,32.99%,NY
64,,"Iona College  New Rochelle, NY",10062,8855,886,88.00%,10.01%,NY
65,,"Ithaca College  Ithaca, NY",15278,10542,1687,69.00%,16.00%,NY
66,,"Jamestown Business College  Jamestown, NY",160,144,111,90.00%,77.08%,NY
67,,"Jewish Theological Seminary of America  New York, NY",139,65,31,46.76%,47.69%,NY
68,,"Joffrey Ballet School  New York, NY",2932,1994,100,68.01%,5.02%,NY
69,,"Keuka College  Keuka Park, NY",2291,1970,335,85.99%,17.01%,NY
70,,"Le Moyne College  Syracuse, NY",7158,4939,642,69.00%,13.00%,NY
71,,"LIM College  New York, NY",1348,1119,291,83.01%,26.01%,NY
72,,"LIU Post  Brookville, NY",14540,11050,995,76.00%,9.00%,NY
73,,"Long Island Business Institute  Flushing, NY",353,261,175,73.94%,67.05%,NY
74,,"Machzikei Hadath Rabbinical College  Brooklyn, NY",30,27,27,90.00%,100.00%,NY
75,,"Madison Oneida BOCES-Practical Nursing Program  Verona, NY",31,20,17,64.52%,85.00%,NY
76,,"Manhattan College  Riverdale, NY",7882,5912,828,75.01%,14.01%,NY
77,,"Manhattan School of Music  New York, NY",1308,497,139,38.00%,27.97%,NY
78,,"Manhattanville College  Purchase, NY",3577,3219,386,89.99%,11.99%,NY
79,,"Maria College of Albany  Albany, NY",294,118,51,40.14%,43.22%,NY
80,,"Marion S Whelan School of Nursing of Geneva General Hospital  Geneva, NY",3,3,2,100.00%,66.67%,NY
81,,"Marist College  Poughkeepsie, NY",11207,5155,1289,46.00%,25.00%,NY
82,,"Marymount Manhattan College  New York, NY",5692,4440,488,78.00%,10.99%,NY
83,,"Medaille College  Buffalo, NY",1613,1016,386,62.99%,37.99%,NY
84,,"Memorial College of Nursing  Albany, NY",1,1,0,100.00%,0.00%,NY
85,,"Mercy College  Dobbs Ferry, NY",6851,5412,920,79.00%,17.00%,NY
86,,"Merkaz Bnos-Business School  Brooklyn, NY",116,100,59,86.21%,59.00%,NY
87,,"Mesivta of Eastern Parkway-Yeshiva Zichron Meilech  Brooklyn, NY",8,7,6,87.50%,85.71%,NY
88,,"Mesivta Torah Vodaath Rabbinical Seminary  Brooklyn, NY",8,5,4,62.50%,80.00%,NY
